mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
overnight,6282,康舒,TSE,B,100.0,60.7,63.74,59.79,60700.0,2742.0,1192.0,2.3,5.38,1.91,3.41,0.165,4761,284648000.0,12,11,20,22,5,"above_open,near_day_high,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
overnight,2359,所羅門,TSE,B,98.8,148.0,155.4,145.78,148000.0,6674.0,2909.0,2.29,7.25,2.9,4.23,0.338,1470,213588500.0,9,13,20,22,5,"above_open,near_day_high,theme:hot_robotics_automation,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
overnight,5351,鈺創,OTC,A,96.2,99.6,104.58,98.11,99600.0,4492.0,1953.0,2.3,1.43,4.89,-3.3,0.1,13529,1364413700.0,18,6,16,22,5,"theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_volume,theme_avg_up,above_ma5,above_ma10"
overnight,2464,盟立,TSE,B,93.8,170.5,179.03,167.94,170500.0,7694.0,3353.0,2.29,5.57,1.86,3.65,0.293,2011,338786000.0,11,11,16,22,5,"above_open,near_day_high,theme:hot_robotics_automation,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
overnight,5371,中光電,OTC,A,91.2,97.4,102.27,95.94,97400.0,4392.0,1913.0,2.3,4.51,0.97,3.51,0.205,7049,680092100.0,15,9,20,14,5,"above_open,near_day_high,strong_momentum,theme:panel,theme_breadth,theme_holds_open,theme_volume,theme_avg_up"
overnight,2344,華邦電,TSE,A,88.8,180.5,189.53,177.79,180500.0,8145.0,3550.0,2.29,2.27,2.83,-0.55,0.277,29436,5323279000.0,17,8,9,22,5,"theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_volume,theme_avg_up,above_ma5"
overnight,3481,群創,TSE,A,85.0,66.5,69.83,65.5,66500.0,3004.0,1309.0,2.29,1.84,1.68,0.15,0.15,51883,3457129300.0,18,7,14,14,5,"above_open,theme:panel,theme_breadth,theme_holds_open,theme_volume,theme_avg_up,above_ma5"
overnight,1301,台塑,TSE,A,80.0,59.3,62.27,58.41,59300.0,2679.0,1166.0,2.3,8.21,2.19,5.89,0.169,13293,771664400.0,18,13,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,1802,台玻,TSE,A,80.0,68.8,72.24,67.77,68800.0,3103.0,1350.0,2.3,5.85,2.0,3.77,0.145,12172,832715300.0,18,11,20,0,5,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,daily_close_near_high"
overnight,3707,漢磊,OTC,A,80.0,86.9,91.25,85.6,86900.0,3924.0,1704.0,2.3,9.31,8.43,0.81,0.115,8425,731544200.0,16,13,20,0,5,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,daily_close_near_high"
overnight,2337,旺宏,TSE,B,78.8,145.5,152.78,143.32,145500.0,6567.0,2857.0,2.3,1.39,1.74,-0.34,0.344,8827,1283126500.0,15,4,7,22,5,"theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_volume,theme_avg_up,above_ma5"
overnight,1605,華新,TSE,B,77.5,35.1,36.86,34.57,35100.0,1588.0,693.0,2.29,2.03,1.16,0.86,0.142,1436,50364350.0,8,9,8,22,5,"above_open,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,2312,金寶,TSE,B,77.5,35.55,37.33,35.02,35550.0,1606.0,695.0,2.31,4.56,2.06,2.45,0.141,5416,191766350.0,14,13,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,6505,台塑化,TSE,B,77.5,62.3,65.42,61.37,62300.0,2815.0,1220.0,2.31,5.95,2.89,2.98,0.161,6278,390082300.0,14,13,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2885,元大金,TSE,B,73.8,69.5,72.98,68.46,69500.0,3139.0,1363.0,2.3,1.76,2.64,-0.86,0.144,2530,176694500.0,12,6,14,12,5,"theme:finance,theme_breadth,theme_holds_open,theme_volume,theme_mild_up,above_ma5,above_ma10,ma5_gt_ma10"
overnight,3033,威健,TSE,B,73.8,53.5,56.18,52.7,53500.0,2418.0,1049.0,2.3,7.86,3.43,4.29,0.374,8657,458299100.0,13,13,20,0,3,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,2340,台亞,TSE,B,72.5,38.7,40.64,38.12,38700.0,1750.0,760.0,2.3,6.03,4.38,1.57,0.129,2036,79250850.0,10,13,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
