mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
weekly,2337,旺宏,TSE,B,77.5,145.5,157.14,141.13,145500.0,10910.0,5038.0,2.17,1.39,1.74,-0.34,0.344,8827,1283126500.0,15,4,6,22,5,"theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_volume,theme_avg_up,five_day_price_up"
weekly,2890,永豐金,TSE,B,77.5,41.1,44.39,39.87,41100.0,3084.0,1419.0,2.17,1.61,3.21,-1.56,0.122,4650,192422850.0,12,6,17,12,5,"theme:finance,theme_breadth,theme_holds_open,theme_volume,theme_mild_up,ma_alignment,five_day_price_up,above_ma20"
weekly,6505,台塑化,TSE,B,77.5,62.3,67.28,60.43,62300.0,4667.0,2156.0,2.16,5.95,2.89,2.98,0.161,6278,390082300.0,14,13,20,0,5,"above_open,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,1802,台玻,TSE,B,75.0,68.8,74.3,66.74,68800.0,5155.0,2376.0,2.17,5.85,2.0,3.77,0.145,12172,832715300.0,18,11,16,0,5,"above_open,near_day_high,strong_momentum,five_day_price_up,above_ma20"
weekly,2312,金寶,TSE,B,75.0,35.55,38.39,34.48,35550.0,2662.0,1233.0,2.16,4.56,2.06,2.45,0.141,5416,191766350.0,14,13,18,0,5,"above_open,strong_momentum,short_trend_up,above_ma20"
weekly,3707,漢磊,OTC,B,75.0,86.9,93.85,84.29,86900.0,6514.0,3009.0,2.16,9.31,8.43,0.81,0.115,8425,731544200.0,16,13,16,0,5,"above_open,near_day_high,strong_momentum,five_day_price_up,above_ma20"
weekly,3033,威健,TSE,B,73.8,53.5,57.78,51.89,53500.0,4012.0,1856.0,2.16,7.86,3.43,4.29,0.374,8657,458299100.0,13,13,20,0,3,"above_open,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,2324,仁寶,TSE,B,72.5,37.45,40.45,36.33,37450.0,2812.0,1292.0,2.18,2.32,3.69,-1.32,0.134,15761,594378700.0,18,8,17,0,5,"short_trend_up,five_day_price_up,above_ma20"
weekly,2887,台新新光金,TSE,B,71.2,37.15,40.12,36.04,37150.0,2784.0,1281.0,2.17,0.81,1.22,-0.4,0.135,15825,589292750.0,18,4,20,0,5,"short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,1717,長興,TSE,B,70.0,75.6,81.65,73.33,75600.0,5671.0,2617.0,2.17,2.44,1.08,1.34,0.132,2015,152349400.0,12,9,20,0,5,"above_open,ma_alignment,five_day_volume_up,above_ma20"
weekly,2340,台亞,TSE,B,70.0,38.7,41.8,37.54,38700.0,2906.0,1338.0,2.17,6.03,4.38,1.57,0.129,2036,79250850.0,10,13,18,0,5,"above_open,short_trend_up,above_ma20"
weekly,8150,南茂,TSE,B,70.0,120.5,130.14,116.88,120500.0,9035.0,4174.0,2.16,2.99,3.85,-0.82,0.415,26074,3130635000.0,15,8,20,0,3,"short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,6265,方土昶,OTC,B,70.0,55.5,59.94,53.84,55500.0,4161.0,1915.0,2.17,5.31,4.93,0.36,0.18,1387,77079000.0,8,13,20,0,5,"above_open,short_trend_up,five_day_price_up,above_ma20"
