mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
overnight,2464,盟立,TSE,A,95.0,166.0,174.3,163.51,166000.0,7486.0,3262.0,2.29,2.79,1.86,0.91,0.301,13764,2326769000.0,17,9,15,22,3,"above_open,theme:hot_robotics_automation,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up"
overnight,2881,富邦金,TSE,A,86.2,127.0,133.35,125.09,127000.0,5727.0,2501.0,2.29,2.01,0.8,1.2,0.394,24182,3058259500.0,17,7,20,10,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_holds_open,theme_volume,above_ma5,above_ma10"
overnight,8222,寶一,TSE,B,83.8,41.35,43.42,40.73,41350.0,1867.0,812.0,2.3,3.38,1.62,1.72,0.121,2897,120815100.0,10,10,10,22,5,"above_open,theme:hot_defense_drone,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,6505,台塑化,TSE,A,80.0,63.1,66.26,62.15,63100.0,2851.0,1244.0,2.29,7.31,2.89,4.3,0.158,33174,2095462600.0,18,13,20,0,3,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,3149,正達,TSE,B,78.8,92.3,96.92,90.92,92300.0,4167.0,1809.0,2.3,3.13,1.68,1.43,0.108,15816,1471501600.0,18,10,20,0,5,"above_open,above_ma5,above_ma10,volume_expansion"
overnight,6282,康舒,TSE,B,78.8,58.0,60.9,57.13,58000.0,2616.0,1140.0,2.29,0.69,1.91,-1.19,0.172,35587,2099576500.0,18,4,10,18,3,"theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_holds_open,theme_volume,above_ma10,ma5_gt_ma10"
overnight,2886,兆豐金,TSE,B,77.5,47.0,49.35,46.3,47000.0,2120.0,919.0,2.31,0.64,0.0,0.64,0.106,26732,1256845300.0,18,1,18,10,5,"above_open,theme:finance,theme_breadth,theme_holds_open,theme_volume,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2892,第一金,TSE,B,76.2,33.65,35.33,33.15,33650.0,1515.0,657.0,2.31,0.15,1.19,-1.03,0.297,19067,642043350.0,17,4,15,10,5,"theme:finance,theme_breadth,theme_holds_open,theme_volume,above_ma5,above_ma10,ma5_gt_ma10"
overnight,4916,事欣科,TSE,B,76.2,118.0,123.9,116.23,118000.0,5321.0,2319.0,2.29,9.26,4.17,4.89,0.424,21312,2478092000.0,15,13,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,5876,上海商銀,TSE,B,76.2,44.15,46.36,43.49,44150.0,1994.0,865.0,2.3,3.15,0.93,2.2,0.113,25858,1136314950.0,18,8,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,3362,先進光,OTC,B,76.2,188.5,197.93,185.67,188500.0,8506.0,3707.0,2.29,4.72,4.17,0.53,0.265,12037,2328008000.0,17,13,18,0,3,"above_open,strong_momentum,above_ma5,above_ma10,volume_expansion"
overnight,1536,和大,TSE,B,75.0,56.1,58.91,55.26,56100.0,2535.0,1101.0,2.3,2.0,0.73,1.26,0.178,13201,740633400.0,18,7,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,2377,微星,TSE,B,75.0,149.5,156.97,147.26,149500.0,6737.0,2936.0,2.3,3.1,0.69,2.4,0.334,29486,4395358000.0,17,8,20,0,5,"above_open,above_ma5,above_ma10,volume_expansion"
overnight,3707,漢磊,OTC,B,75.0,85.5,89.78,84.22,85500.0,3861.0,1678.0,2.3,7.55,8.43,-0.81,0.117,29963,2603837000.0,18,10,17,0,5,"strong_momentum,above_ma5,above_ma10,volume_expansion"
overnight,3019,亞光,TSE,B,73.8,147.5,154.88,145.29,147500.0,6657.0,2896.0,2.3,2.79,1.74,1.03,0.339,6266,938248000.0,15,9,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
