watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch_with_breakout,5,2881,富邦金,TSE,"pre_breakout,pre_breakout_watch,daytrade,overnight,weekly","A,B,A,A,A",83.7,77.3,127.0,130.17,126.24,2755.0,2.17,2.01,24182,"above_ma10,above_ma5,above_open,five_day_price_up,near_day_high,open_above_ma10,open_above_ma5,short_trend_up,theme:finance,theme_breadth"
core_watch_with_breakout,5,2886,兆豐金,TSE,"pre_breakout_watch,stable,daytrade,overnight,weekly","B,B,B,B,A",75.8,71.6,47.0,48.17,46.72,1016.0,2.17,0.64,26732,"above_ma10,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,ma_alignment,open_above_ma10,open_above_ma20,open_above_ma5,short_trend_up"
core_watch_with_breakout,5,5876,上海商銀,TSE,"pre_breakout,pre_breakout_watch,daytrade,overnight,weekly","B,B,B,B,B",74.5,71.6,44.15,45.25,43.89,956.0,2.17,3.15,25858,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,included_from_pre_breakout_a,just_breaks_prev_high,ma5_gt_ma10,ma_alignment"
core_watch_with_breakout,4,2377,微星,TSE,"pre_breakout,pre_breakout_watch,daytrade,overnight","B,B,B,B",72.5,70.5,149.5,153.24,148.6,3251.0,2.3,3.1,29486,"above_ma10,above_ma5,above_open,included_from_pre_breakout_a,kd_confirmed,near_prev_high_setup,open_above_ma10,open_above_ma20,open_above_ma5,open_above_ma60"
core_watch_strong,3,2464,盟立,TSE,"daytrade,overnight,weekly","A,A,A",93.3,85.0,166.0,170.15,165.0,3607.0,2.17,2.79,13764,"above_open,hot_theme,theme:hot_robotics_automation,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
core_watch,3,6505,台塑化,TSE,"daytrade,overnight,weekly","B,A,A",79.4,78.1,63.1,64.68,62.72,1374.0,2.17,7.31,33174,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,5371,中光電,OTC,"daytrade,overnight,weekly","B,B,A",76.9,72.5,95.3,97.68,94.73,2068.0,2.17,2.25,48286,"above_ma10,above_ma20,above_open,five_day_volume_up,ma5_gt_ma10,ma_alignment,theme:panel,theme_holds_open,theme_volume"
core_watch,3,3149,正達,TSE,"daytrade,overnight,weekly","B,B,B",76.1,70.0,92.3,94.61,91.75,2008.0,2.17,3.13,15816,"above_ma10,above_ma5,above_open,five_day_price_up,volume_expansion"
core_watch,3,4916,事欣科,TSE,"daytrade,overnight,weekly","B,B,B",75.9,75.3,118.0,120.95,117.29,2564.0,2.17,9.26,21312,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,1536,和大,TSE,"daytrade,overnight,weekly","B,B,B",75.1,75.0,56.1,57.5,55.76,1217.0,2.17,2.0,13201,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,volume_expansion"
core_watch,3,3694,海華,TSE,"daytrade,overnight,weekly","B,B,B",73.9,73.8,67.6,69.29,67.19,1469.0,2.17,4.0,5426,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,3362,先進光,OTC,"daytrade,overnight,weekly","B,B,B",73.8,70.0,188.5,193.21,187.37,4094.0,2.17,4.72,12037,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,strong_momentum,volume_expansion"
core_watch,3,6282,康舒,TSE,"daytrade,overnight,weekly","B,B,B",73.7,71.2,58.0,59.45,57.65,1260.0,2.17,0.69,35587,"above_ma10,hot_theme,ma5_gt_ma10,theme:hot_ai_power_energy,theme_breadth,theme_holds_open,theme_volume"
core_watch,3,2630,亞航,TSE,"daytrade,overnight,weekly","B,B,B",73.4,72.5,56.7,58.12,56.36,1235.0,2.17,5.19,14083,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
priority_watch,2,8222,寶一,TSE,"overnight,weekly","B,B",83.8,83.8,41.35,43.42,40.73,1867.0,2.17,3.38,2897,"above_open,hot_theme,theme:hot_defense_drone,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
priority_watch,2,2892,第一金,TSE,"overnight,weekly","B,A",79.3,76.2,33.65,35.33,33.15,1515.0,2.16,0.15,19067,"above_ma10,above_ma20,above_ma5,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,theme:finance,theme_breadth,theme_holds_open"
priority_watch,2,6753,龍德造船,TSE,"overnight,weekly","B,B",73.8,73.8,159.5,167.47,157.11,7188.0,2.17,7.77,6864,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high"
priority_watch,2,3019,亞光,TSE,"daytrade,overnight","B,B",73.2,72.6,147.5,151.19,146.62,3208.0,2.3,2.79,6266,"above_ma10,above_ma5,above_open,ma5_gt_ma10,volume_expansion"
priority_watch,2,6209,今國光,TSE,"daytrade,overnight","B,B",72.5,72.5,82.8,84.87,82.3,1799.0,2.3,2.48,9564,"above_ma10,above_ma5,above_open,volume_expansion"
priority_watch,2,1609,大亞,TSE,"daytrade,weekly","B,B",72.5,72.5,40.1,41.1,39.86,869.0,2.17,2.56,9215,"above_ma20,above_open,five_day_volume_up,ma_alignment"
priority_watch,2,6477,安集,TSE,"overnight,weekly","B,B",72.5,72.5,40.55,42.58,39.94,1831.0,2.16,2.66,16039,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,volume_expansion"
priority_watch,2,3033,威健,TSE,"overnight,weekly","B,B",72.5,71.2,50.9,53.45,50.14,2300.0,2.16,2.62,25577,"above_ma10,above_ma20,above_ma5,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,volume_expansion"
priority_watch,2,1326,台化,TSE,"overnight,weekly","B,B",70.0,70.0,65.0,68.25,64.03,2931.0,2.17,8.33,95718,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
priority_watch,2,3230,錦明,OTC,"overnight,weekly","B,B",70.0,70.0,55.4,58.17,54.57,2498.0,2.17,5.93,1343,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
