mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
pre_breakout,2359,所羅門,TSE,B,87.5,139.0,148.03,136.22,139000.0,8340.0,3424.0,2.44,2.58,2.58,0.0,0.36,2715,378339500.0,11,11,20,12,5,"theme:hot_robotics_automation,hot_theme,theme_holds_open,theme_volume,open_above_ma5,open_above_ma10,open_above_ma20,open_above_ma60"
pre_breakout,2377,微星,TSE,B,71.6,145.0,154.42,142.1,145000.0,8701.0,3572.0,2.44,2.11,1.06,1.05,0.345,19738,2868097000.0,17,9,20,0,5,"above_open,open_above_ma5,open_above_ma10,open_above_ma20,open_above_ma60,near_prev_high_setup,volume_above_avg,kd_confirmed"
