mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
pre_breakout,2881,富邦金,TSE,A,95.5,128.5,136.85,125.93,128500.0,7713.0,3165.0,2.44,2.8,1.2,1.58,0.389,27227,3493219500.0,17,9,20,14,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,open_above_ma5,open_above_ma10"
pre_breakout,2615,萬海,TSE,B,72.7,81.7,87.01,80.07,81700.0,4905.0,2009.0,2.44,2.9,1.26,1.62,0.122,10640,861062200.0,18,9,20,0,5,"above_open,near_day_high,open_above_ma5,open_above_ma10,open_above_ma20,near_ma60_breakout,near_prev_high_setup,volume_above_avg"
pre_breakout,2887,台新新光金,TSE,B,70.5,36.15,38.5,35.43,36150.0,2171.0,887.0,2.45,1.97,1.55,0.42,0.138,77982,2813587550.0,18,7,20,0,5,"above_open,open_above_ma5,open_above_ma10,open_above_ma20,open_above_ma60,near_prev_high_setup,holds_open"
