mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
stable,2883,凱基金,TSE,A,90.2,30.4,32.22,29.79,30400.0,1670.0,751.0,2.22,3.05,2.37,0.66,0.164,11113,339972200.0,16,12,20,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,stable_short_trend"
stable,5388,中磊,TSE,B,89.1,89.4,94.76,87.61,89400.0,4918.0,2204.0,2.23,4.32,0.93,3.35,0.224,4046,359972500.0,11,9,20,22,5,"above_open,strong_momentum,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
