mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
overnight,1504,東元,TSE,A,100.0,68.2,71.61,67.18,68200.0,3076.0,1337.0,2.3,7.23,4.4,2.71,0.147,5917,400424000.0,14,13,17,22,5,"above_open,near_day_high,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
overnight,2337,旺宏,TSE,A,100.0,147.5,154.88,145.29,147500.0,6657.0,2896.0,2.3,5.73,3.58,2.08,0.339,23470,3460443000.0,17,13,16,22,5,"above_open,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
overnight,2344,華邦電,TSE,A,100.0,180.0,189.0,177.3,180000.0,8118.0,3537.0,2.29,9.42,6.69,2.56,0.278,62286,11162239500.0,17,13,19,22,5,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
overnight,5351,鈺創,OTC,A,98.8,104.0,109.2,102.44,104000.0,4690.0,2044.0,2.29,9.24,1.37,7.77,0.481,16981,1743998300.0,15,11,20,22,1,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
overnight,5388,中磊,TSE,B,96.2,89.4,93.87,88.06,89400.0,4032.0,1756.0,2.3,4.32,0.93,3.35,0.224,4046,359972500.0,11,9,20,22,5,"above_open,strong_momentum,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
overnight,1605,華新,TSE,A,95.0,34.85,36.59,34.33,34850.0,1569.0,682.0,2.3,4.81,1.65,3.11,0.143,7153,249692700.0,14,11,14,22,5,"above_open,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
overnight,2881,富邦金,TSE,B,87.5,128.0,134.4,126.08,128000.0,5772.0,2515.0,2.29,2.4,1.2,1.19,0.391,3219,410549500.0,11,9,19,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,above_ma5"
overnight,2882,國泰金,TSE,B,82.5,97.9,102.8,96.43,97900.0,4420.0,1925.0,2.3,1.87,0.83,1.03,0.102,4201,411747800.0,12,5,18,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,above_ma5"
overnight,1326,台化,TSE,B,77.5,70.5,74.03,69.44,70500.0,3184.0,1388.0,2.29,5.22,1.64,3.52,0.142,21912,1524324200.0,18,11,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,2884,玉山金,TSE,B,76.2,34.75,36.49,34.23,34750.0,1570.0,682.0,2.3,0.72,0.14,0.58,0.144,3801,132261150.0,10,2,18,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,above_ma5"
overnight,2887,台新新光金,TSE,B,75.0,36.15,37.96,35.61,36150.0,1633.0,708.0,2.31,1.97,1.55,0.42,0.138,13891,503649200.0,18,7,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,6282,康舒,TSE,B,75.0,55.7,58.49,54.86,55700.0,2517.0,1099.0,2.29,1.64,1.64,0.0,0.18,2496,139378500.0,10,7,6,22,5,"theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up"
overnight,8112,至上,TSE,B,75.0,89.9,94.4,88.55,89900.0,4059.0,1768.0,2.3,5.27,1.41,3.81,0.222,6245,558510500.0,15,11,19,0,5,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,daily_close_near_high"
overnight,6505,台塑化,TSE,B,73.8,68.4,71.82,67.37,68400.0,3085.0,1348.0,2.29,3.32,0.6,2.7,0.146,7529,511381100.0,16,8,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,1301,台塑,TSE,B,72.5,64.8,68.04,63.83,64800.0,2922.0,1271.0,2.3,1.89,0.63,1.25,0.154,32121,2084869800.0,18,5,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,3033,威健,TSE,B,71.2,54.4,57.12,53.58,54400.0,2453.0,1073.0,2.29,7.51,1.58,5.84,0.368,6288,334426500.0,13,11,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,3481,群創,TSE,B,71.2,58.0,60.9,57.13,58000.0,2616.0,1140.0,2.29,1.4,2.1,-0.68,0.172,50514,2930143700.0,18,6,9,9,5,"theme:panel,theme_breadth,theme_volume,theme_mild_up,daily_close_near_high"
overnight,2027,大成鋼,TSE,B,70.0,40.3,42.31,39.7,40300.0,1812.0,788.0,2.3,3.07,1.02,2.03,0.124,5460,218909150.0,14,10,17,0,5,"above_open,near_day_high,above_ma5,daily_close_near_high"
overnight,8131,福懋科,TSE,B,70.0,77.3,81.17,76.14,77300.0,3491.0,1520.0,2.3,4.6,2.44,2.11,0.129,1455,112438100.0,8,13,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,8050,廣積,OTC,B,70.0,62.6,65.73,61.66,62600.0,2823.0,1231.0,2.29,4.33,3.33,0.97,0.16,1227,77095800.0,8,13,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
