mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
weekly,2337,旺宏,TSE,A,98.8,147.5,159.3,143.07,147500.0,11060.0,5108.0,2.17,5.73,3.58,2.08,0.339,23470,3460443000.0,17,13,12,22,5,"above_open,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
weekly,2344,華邦電,TSE,A,98.8,180.0,194.4,174.6,180000.0,13497.0,6227.0,2.17,9.42,6.69,2.56,0.278,62286,11162239500.0,17,13,12,22,5,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
weekly,5351,鈺創,OTC,A,98.8,104.0,112.32,100.88,104000.0,7798.0,3598.0,2.17,9.24,1.37,7.77,0.481,16981,1743998300.0,15,11,20,22,1,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
weekly,5388,中磊,TSE,B,96.2,89.4,96.55,86.72,89400.0,6701.0,3091.0,2.17,4.32,0.93,3.35,0.224,4046,359972500.0,11,9,20,22,5,"above_open,strong_momentum,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
weekly,1605,華新,TSE,A,93.8,34.85,37.64,33.8,34850.0,2615.0,1210.0,2.16,4.81,1.65,3.11,0.143,7153,249692700.0,14,11,13,22,5,"above_open,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
weekly,1504,東元,TSE,A,92.5,68.2,73.66,66.15,68200.0,5118.0,2363.0,2.17,7.23,4.4,2.71,0.147,5917,400424000.0,14,13,10,22,5,"above_open,near_day_high,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
weekly,2881,富邦金,TSE,B,85.0,128.0,138.24,124.16,128000.0,9598.0,4428.0,2.17,2.4,1.2,1.19,0.391,3219,410549500.0,11,9,17,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,short_trend_up"
weekly,1326,台化,TSE,B,77.5,70.5,76.14,68.39,70500.0,5286.0,2434.0,2.17,5.22,1.64,3.52,0.142,21912,1524324200.0,18,11,20,0,3,"above_open,near_day_high,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2882,國泰金,TSE,B,76.2,97.9,105.73,94.96,97900.0,7339.0,3390.0,2.16,1.87,0.83,1.03,0.102,4201,411747800.0,12,5,13,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,short_trend_up"
weekly,2887,台新新光金,TSE,B,75.0,36.15,39.04,35.07,36150.0,2709.0,1246.0,2.17,1.97,1.55,0.42,0.138,13891,503649200.0,18,7,20,0,5,"above_open,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
