watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch,3,2329,華泰,TSE,"daytrade,overnight,weekly","B,B,B",79.7,75.0,51.4,52.68,51.09,1112.0,2.17,6.09,4718,"above_open,near_day_high,strong_momentum,theme:testing_packaging,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,2634,漢翔,TSE,"daytrade,overnight,weekly","A,B,B",79.7,75.0,68.3,70.01,67.89,1487.0,2.16,1.79,70045,"above_open,hot_theme,near_day_high,theme:hot_defense_drone,theme_avg_up,theme_breadth,theme_holds_open,theme_volume"
core_watch,3,1326,台化,TSE,"daytrade,overnight,weekly","B,B,B",76.8,75.3,70.8,72.57,70.38,1539.0,2.17,5.67,123211,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,1301,台塑,TSE,"daytrade,overnight,weekly","B,B,B",76.4,76.2,65.7,67.34,65.31,1425.0,2.17,3.3,145943,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,2359,所羅門,TSE,"daytrade,overnight,weekly","B,B,B",76.4,76.2,144.0,147.6,143.14,3129.0,2.17,1.05,5288,"hot_theme,theme:hot_robotics_automation,theme_avg_up,theme_breadth,theme_holds_open,theme_volume"
core_watch,3,5371,中光電,OTC,"daytrade,overnight,weekly","B,B,B",76.4,76.2,94.9,97.27,94.33,2060.0,2.16,0.64,24849,"theme:panel,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,2618,長榮航,TSE,"daytrade,overnight,weekly","B,B,B",76.1,70.0,42.15,43.2,41.9,912.0,2.17,3.31,51951,"above_ma10,above_ma5,above_open,daily_close_near_high,five_day_price_up,near_day_high"
core_watch,3,2542,興富發,TSE,"daytrade,overnight,weekly","A,B,B",74.5,70.0,43.45,44.54,43.19,948.0,2.18,0.12,6327,"above_open,near_day_high,theme:construction,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,6177,達麗,TSE,"daytrade,overnight,weekly","B,B,B",74.5,70.0,46.9,48.07,46.62,1017.0,2.16,1.96,1355,"above_open,near_day_high,theme:construction,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,2464,盟立,TSE,"daytrade,overnight,weekly","B,B,B",73.9,73.8,159.5,163.49,158.54,3469.0,2.17,0.31,4812,"hot_theme,theme:hot_robotics_automation,theme_avg_up,theme_breadth,theme_holds_open,theme_volume"
core_watch,3,2369,菱生,TSE,"daytrade,overnight,weekly","B,B,B",73.9,72.5,40.9,41.92,40.65,886.0,2.16,6.93,20419,"above_ma10,above_ma20,above_open,daily_close_near_high,ma5_gt_ma10,ma_alignment,near_day_high,strong_momentum"
core_watch,3,6202,盛群,TSE,"daytrade,overnight,weekly","B,B,B",73.4,72.5,70.9,72.67,70.47,1538.0,2.16,4.73,8652,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,2388,威盛,TSE,"daytrade,overnight,weekly","B,B,B",73.0,72.5,75.8,77.69,75.35,1642.0,2.17,4.99,10175,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,short_trend_up,strong_momentum"
core_watch,3,3704,合勤控,TSE,"daytrade,overnight,weekly","B,B,B",72.5,72.5,49.8,51.04,49.5,1077.0,2.17,2.36,5950,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,near_day_high,short_trend_up"
core_watch,3,6265,方土昶,OTC,"daytrade,overnight,weekly","B,B,B",72.5,72.5,53.8,55.14,53.48,1164.0,2.17,4.26,3666,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,short_trend_up,strong_momentum"
core_watch,3,3479,安勤,OTC,"daytrade,overnight,weekly","B,B,B",72.1,71.2,147.5,151.19,146.62,3208.0,2.17,3.87,3005,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,1514,亞力,TSE,"daytrade,overnight,weekly","B,B,B",71.2,71.2,110.5,113.26,109.84,2399.0,2.17,0.91,5450,"hot_theme,near_day_high,theme:hot_ai_power_energy,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,2885,元大金,TSE,"daytrade,overnight,weekly","B,B,B",71.2,71.2,67.0,68.67,66.6,1451.0,2.17,0.45,30875,"theme:finance,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
priority_watch,2,2027,大成鋼,TSE,"overnight,weekly","A,B",77.5,75.0,41.3,43.37,40.68,1867.0,2.16,5.63,23838,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,near_day_high,strong_momentum,volume_expansion"
priority_watch,2,5347,世界,OTC,"daytrade,overnight","B,B",77.0,75.3,186.5,191.16,185.38,4050.0,2.29,7.18,35879,"above_ma10,above_ma5,above_open,daily_close_near_high,near_day_high,strong_momentum,volume_expansion"
priority_watch,2,4919,新唐,TSE,"daytrade,overnight","B,B",75.2,75.0,168.5,172.71,167.49,3659.0,2.29,5.64,10880,"above_ma10,above_ma5,above_open,daily_close_near_high,near_day_high,strong_momentum"
priority_watch,2,8222,寶一,TSE,"overnight,weekly","B,B",75.0,75.0,41.95,44.05,41.32,1894.0,2.17,1.57,1382,"above_open,hot_theme,near_day_high,theme:hot_defense_drone,theme_avg_up,theme_breadth,theme_holds_open,theme_volume"
priority_watch,2,3707,漢磊,OTC,"daytrade,overnight","B,B",74.8,70.0,80.0,82.0,79.52,1738.0,2.29,3.09,11373,"above_open,daily_close_near_high,near_day_high"
priority_watch,2,2303,聯電,TSE,"overnight,weekly","B,B",74.4,70.0,166.0,174.3,163.51,7486.0,2.17,9.93,108457,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,near_day_high,strong_momentum,volume_expansion"
priority_watch,2,3149,正達,TSE,"overnight,weekly","B,B",74.4,70.0,90.2,94.71,88.85,4068.0,2.17,3.32,5705,"above_ma10,above_ma5,above_open,daily_close_near_high,five_day_price_up,near_day_high"
priority_watch,2,2367,燿華,TSE,"daytrade,overnight","B,B",74.0,70.0,51.6,52.89,51.29,1121.0,2.3,6.83,16722,"above_ma5,above_open,strong_momentum"
priority_watch,2,8112,至上,TSE,"daytrade,overnight","B,B",74.0,70.0,87.6,89.79,87.07,1904.0,2.3,2.58,16183,"above_ma5,above_open"
priority_watch,2,3231,緯創,TSE,"daytrade,overnight","B,B",73.2,71.2,145.5,149.14,144.63,3164.0,2.3,2.11,25750,"above_ma5,above_open,daily_close_near_high,near_day_high"
priority_watch,2,6525,捷敏-KY,TSE,"daytrade,weekly","B,B",72.5,71.2,188.5,193.21,187.37,4094.0,2.17,3.86,5522,"above_ma20,above_open,five_day_volume_up,ma_alignment"
priority_watch,2,2324,仁寶,TSE,"overnight,weekly","B,B",72.5,72.5,36.15,37.96,35.61,1633.0,2.17,1.69,32990,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,short_trend_up"
priority_watch,2,2498,宏達電,TSE,"daytrade,overnight","B,B",71.2,71.2,44.3,45.41,44.03,965.0,2.31,3.02,5603,"above_ma10,above_ma5,above_open,daily_close_near_high,ma5_gt_ma10,near_day_high"
priority_watch,2,3685,元創精密,OTC,"overnight,weekly","B,B",71.2,71.2,40.0,42.0,39.4,1804.0,2.17,8.55,4081,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high"
priority_watch,2,4707,磐亞,OTC,"overnight,weekly","B,B",70.0,70.0,41.95,44.05,41.32,1894.0,2.17,9.24,2732,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
