watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch_strong,5,5388,中磊,TSE,"pre_breakout_watch,stable,daytrade,overnight,weekly","A,A,A,A,A",98.9,96.7,89.4,91.63,88.86,1938.0,2.17,4.32,13075,"above_open,hot_theme,strong_momentum,theme:hot_networking_optical,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,5,2881,富邦金,TSE,"pre_breakout,pre_breakout_watch,daytrade,overnight,weekly","A,A,A,A,A",91.8,86.4,128.5,131.71,127.73,2790.0,2.17,2.8,27227,"above_ma10,above_ma5,above_open,five_day_price_up,open_above_ma10,open_above_ma5,short_trend_up,theme:finance,theme_breadth,theme_holds_open"
core_watch_with_breakout,5,2615,萬海,TSE,"pre_breakout,pre_breakout_watch,daytrade,overnight,weekly","B,B,B,B,B",75.7,72.7,81.7,83.74,81.21,1773.0,2.17,2.9,10640,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,included_from_pre_breakout_a,ma5_gt_ma10,ma_alignment,near_day_high"
core_watch_with_breakout,4,2887,台新新光金,TSE,"pre_breakout,pre_breakout_watch,overnight,weekly","B,B,B,B",72.8,70.5,36.15,37.96,35.61,1633.0,2.17,1.97,77982,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,holds_open,included_from_pre_breakout_a,ma5_gt_ma10,ma_alignment,near_prev_high_setup"
core_watch_strong,3,1504,東元,TSE,"daytrade,overnight,weekly","A,A,A",100.0,100.0,69.0,70.72,68.59,1494.0,2.17,8.49,19252,"above_open,hot_theme,near_day_high,strong_momentum,theme:hot_ai_power_energy,theme_breadth,theme_holds_open,theme_strong_peers"
core_watch_strong,3,1605,華新,TSE,"pre_breakout_watch,overnight,weekly","A,A,A",99.6,98.8,35.0,36.75,34.48,1578.0,2.17,5.26,22724,"above_open,hot_theme,strong_momentum,theme:hot_ai_power_energy,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,2337,旺宏,TSE,"daytrade,overnight,weekly","A,A,A",99.6,98.8,148.5,152.21,147.61,3225.0,2.17,6.45,109080,"above_open,hot_theme,strong_momentum,theme:hot_memory_hbm,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,6282,康舒,TSE,"daytrade,overnight,weekly","A,A,A",95.0,92.5,56.2,57.6,55.86,1216.0,2.17,2.55,15516,"above_open,hot_theme,theme:hot_ai_power_energy,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,2344,華邦電,TSE,"daytrade,overnight,weekly","A,A,A",93.3,90.0,180.5,185.01,179.42,3920.0,2.17,9.73,93883,"above_open,hot_theme,near_day_high,strong_momentum,theme:hot_memory_hbm,theme_breadth,theme_holds_open,theme_strong_peers"
core_watch_strong,3,3481,群創,TSE,"daytrade,overnight,weekly","A,A,A",93.3,90.0,58.5,59.96,58.15,1269.0,2.16,2.27,263884,"above_open,theme:panel,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch,3,4906,正文,TSE,"daytrade,overnight,weekly","B,B,B",90.0,83.8,38.8,39.77,38.57,843.0,2.17,3.19,3992,"above_open,hot_theme,near_day_high,theme:hot_networking_optical,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,1513,中興電,TSE,"daytrade,overnight,weekly","A,A,A",87.4,82.5,171.0,175.27,169.97,3711.0,2.17,4.27,5184,"above_open,hot_theme,near_day_high,strong_momentum,theme:hot_ai_power_energy,theme_breadth,theme_holds_open,theme_strong_peers"
core_watch_strong,3,5351,鈺創,OTC,"daytrade,overnight,weekly","A,A,A",87.4,82.5,104.5,107.11,103.87,2268.0,2.16,9.77,34558,"above_open,hot_theme,near_day_high,strong_momentum,theme:hot_memory_hbm,theme_breadth,theme_holds_open,theme_strong_peers"
core_watch,3,2890,永豐金,TSE,"daytrade,overnight,weekly","A,B,A",83.0,77.5,39.95,40.95,39.71,869.0,2.17,0.76,32204,"above_ma20,above_open,ma5_gt_ma10,ma_alignment,theme:finance,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
