mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
weekly,6282,康舒,TSE,A,97.5,59.7,64.48,57.91,59700.0,4480.0,2064.0,2.17,1.19,1.02,0.17,0.168,17618,1044554300.0,18,7,20,18,5,"above_open,near_day_high,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_holds_open,theme_volume,short_trend_up"
weekly,3481,群創,TSE,A,95.0,66.6,71.93,64.6,66600.0,4996.0,2306.0,2.17,2.15,1.53,0.6,0.15,196185,12938909100.0,18,9,16,18,5,"above_open,near_day_high,theme:panel,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
weekly,2337,旺宏,TSE,A,93.8,145.5,157.14,141.13,145500.0,10910.0,5038.0,2.17,5.05,2.17,2.83,0.344,37390,5401536000.0,17,13,10,22,3,"above_open,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
weekly,5388,中磊,TSE,B,93.8,85.5,92.34,82.94,85500.0,6411.0,2953.0,2.17,2.89,0.96,1.91,0.234,4425,380328000.0,11,7,20,22,5,"above_open,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
weekly,2344,華邦電,TSE,A,90.0,182.0,196.56,176.54,182000.0,13647.0,6296.0,2.17,8.01,2.97,4.9,0.275,103538,18456117500.0,17,13,7,22,3,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
weekly,2356,英業達,TSE,A,82.5,69.2,74.74,67.12,69200.0,5193.0,2398.0,2.17,4.53,4.23,0.29,0.145,99798,7125763400.0,18,13,20,0,5,"above_open,strong_momentum,short_trend_up,five_day_price_up,above_ma20"
weekly,2324,仁寶,TSE,B,77.5,36.4,39.31,35.31,36400.0,2727.0,1257.0,2.17,2.54,1.69,0.83,0.137,41336,1523569900.0,18,9,20,0,5,"above_open,short_trend_up,five_day_price_up,above_ma20"
weekly,2887,台新新光金,TSE,B,77.5,36.75,39.69,35.65,36750.0,2756.0,1269.0,2.17,2.51,1.67,0.82,0.136,50027,1838781950.0,18,9,20,0,5,"above_open,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,5471,松翰,TSE,B,77.5,68.3,73.76,66.25,68300.0,5117.0,2364.0,2.16,8.59,1.11,7.39,0.146,10125,669178900.0,18,11,20,0,3,"above_open,near_day_high,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,2377,微星,TSE,B,76.2,145.0,156.6,140.65,145000.0,10872.0,5016.0,2.17,2.11,1.06,1.05,0.345,12599,1837086000.0,17,9,20,0,5,"above_open,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,2464,盟立,TSE,B,73.8,163.0,176.04,158.11,163000.0,12222.0,5639.0,2.17,2.19,0.31,1.88,0.307,3417,554748000.0,13,7,9,15,5,"above_open,theme:hot_robotics_automation,hot_theme,theme_breadth,theme_volume,theme_mild_up"
weekly,2495,普安,TSE,B,73.8,55.2,59.62,53.54,55200.0,4143.0,1914.0,2.17,7.81,0.39,7.39,0.181,12166,660947300.0,18,9,19,0,3,"above_open,near_day_high,strong_momentum,short_trend_up,five_day_price_up,above_ma20"
weekly,3005,神基,TSE,B,73.8,114.0,123.12,110.58,114000.0,8548.0,3944.0,2.17,6.05,6.05,0.0,0.439,8695,993354500.0,13,13,20,0,3,"strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,3605,宏致,TSE,B,73.8,93.2,100.66,90.4,93200.0,6992.0,3228.0,2.17,2.64,5.4,-2.61,0.107,18937,1763267100.0,18,8,20,0,3,"short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,6214,精誠,TSE,B,73.8,145.0,156.6,140.65,145000.0,10872.0,5016.0,2.17,7.41,5.19,2.11,0.345,3138,452658000.0,11,13,20,0,5,"above_open,strong_momentum,short_trend_up,five_day_price_up,above_ma20"
weekly,3498,陽程,OTC,B,73.8,128.0,138.24,124.16,128000.0,9598.0,4428.0,2.17,7.11,3.77,3.23,0.391,3562,458969000.0,11,13,20,0,5,"above_open,strong_momentum,short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3556,禾瑞亞,OTC,B,73.8,77.4,83.59,75.08,77400.0,5802.0,2676.0,2.17,5.59,3.82,1.71,0.258,2413,185201200.0,11,13,20,0,5,"above_open,short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3709,鑫聯大投控,OTC,B,73.8,80.5,86.94,78.08,80500.0,6036.0,2790.0,2.16,9.97,9.29,0.62,0.248,3992,320506900.0,11,13,20,0,5,"above_open,near_day_high,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
