mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
overnight,2344,華邦電,TSE,A,98.8,182.0,191.1,179.27,182000.0,8208.0,3577.0,2.29,8.01,2.97,4.9,0.275,103538,18456117500.0,17,13,14,22,3,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
overnight,6282,康舒,TSE,A,97.5,59.7,62.69,58.8,59700.0,2697.0,1178.0,2.29,1.19,1.02,0.17,0.168,17618,1044554300.0,18,7,20,18,5,"above_open,near_day_high,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_holds_open,theme_volume,above_ma5"
overnight,3481,群創,TSE,A,96.2,66.6,69.93,65.6,66600.0,3003.0,1310.0,2.29,2.15,1.53,0.6,0.15,196185,12938909100.0,18,9,17,18,5,"above_open,near_day_high,theme:panel,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,2337,旺宏,TSE,A,95.0,145.5,152.78,143.32,145500.0,6567.0,2857.0,2.3,5.05,2.17,2.83,0.344,37390,5401536000.0,17,13,11,22,3,"above_open,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
overnight,5388,中磊,TSE,B,92.5,85.5,89.78,84.22,85500.0,3861.0,1678.0,2.3,2.89,0.96,1.91,0.234,4425,380328000.0,11,7,19,22,5,"above_open,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,2356,英業達,TSE,A,82.5,69.2,72.66,68.16,69200.0,3121.0,1362.0,2.29,4.53,4.23,0.29,0.145,99798,7125763400.0,18,13,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,2324,仁寶,TSE,B,77.5,36.4,38.22,35.85,36400.0,1642.0,719.0,2.28,2.54,1.69,0.83,0.137,41336,1523569900.0,18,9,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2887,台新新光金,TSE,B,77.5,36.75,38.59,36.2,36750.0,1660.0,721.0,2.3,2.51,1.67,0.82,0.136,50027,1838781950.0,18,9,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,5471,松翰,TSE,B,77.5,68.3,71.72,67.28,68300.0,3085.0,1338.0,2.31,8.59,1.11,7.39,0.146,10125,669178900.0,18,11,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,2377,微星,TSE,B,75.0,145.0,152.25,142.82,145000.0,6539.0,2855.0,2.29,2.11,1.06,1.05,0.345,12599,1837086000.0,17,9,19,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2495,普安,TSE,B,75.0,55.2,57.96,54.37,55200.0,2489.0,1087.0,2.29,7.81,0.39,7.39,0.181,12166,660947300.0,18,9,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,2464,盟立,TSE,B,73.8,163.0,171.15,160.56,163000.0,7351.0,3198.0,2.3,2.19,0.31,1.88,0.307,3417,554748000.0,13,7,9,15,5,"above_open,theme:hot_robotics_automation,hot_theme,theme_breadth,theme_volume,theme_mild_up"
overnight,3005,神基,TSE,B,73.8,114.0,119.7,112.29,114000.0,5141.0,2240.0,2.29,6.05,6.05,0.0,0.439,8695,993354500.0,13,13,20,0,3,"strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,6214,精誠,TSE,B,73.8,145.0,152.25,142.82,145000.0,6539.0,2855.0,2.29,7.41,5.19,2.11,0.345,3138,452658000.0,11,13,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,3709,鑫聯大投控,OTC,B,73.8,80.5,84.53,79.29,80500.0,3635.0,1584.0,2.29,9.97,9.29,0.62,0.248,3992,320506900.0,11,13,20,0,5,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,6182,合晶,OTC,B,73.8,170.0,178.5,167.45,170000.0,7667.0,3341.0,2.29,6.25,0.62,5.59,0.294,121069,20288938000.0,17,9,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,3498,陽程,OTC,B,72.5,128.0,134.4,126.08,128000.0,5772.0,2515.0,2.29,7.11,3.77,3.23,0.391,3562,458969000.0,11,13,19,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,3556,禾瑞亞,OTC,B,72.5,77.4,81.27,76.24,77400.0,3491.0,1520.0,2.3,5.59,3.82,1.71,0.258,2413,185201200.0,11,13,19,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,4906,正文,TSE,B,71.2,40.45,42.47,39.84,40450.0,1822.0,798.0,2.28,1.0,1.62,-0.61,0.124,2006,81912500.0,10,4,6,22,5,"theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,3479,安勤,OTC,B,71.2,147.0,154.35,144.79,147000.0,6629.0,2894.0,2.29,7.69,4.03,3.52,0.34,2632,382413000.0,11,13,20,0,3,"above_open,near_day_high,above_ma5,above_ma10,volume_expansion,daily_close_near_high"
