mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
daytrade,2337,旺宏,TSE,A,100.0,145.5,149.14,144.63,145500.0,3164.0,1335.0,2.37,5.05,2.17,2.83,0.344,37390,5401536000.0,17,13,7,22,3,"above_open,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
daytrade,2344,華邦電,TSE,A,100.0,182.0,186.55,180.91,182000.0,3955.0,1672.0,2.37,8.01,2.97,4.9,0.275,103538,18456117500.0,17,13,7,22,3,"above_open,near_day_high,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open"
daytrade,3481,群創,TSE,A,100.0,66.6,68.26,66.2,66600.0,1442.0,613.0,2.35,2.15,1.53,0.6,0.15,196185,12938909100.0,18,9,10,18,5,"above_open,near_day_high,theme:panel,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,6282,康舒,TSE,A,100.0,59.7,61.19,59.34,59700.0,1295.0,551.0,2.35,1.19,1.02,0.17,0.168,17618,1044554300.0,18,7,10,18,5,"above_open,near_day_high,theme:hot_ai_power_energy,hot_theme,theme_breadth,theme_holds_open,theme_volume"
daytrade,5388,中磊,TSE,B,94.5,85.5,87.64,84.99,85500.0,1861.0,783.0,2.38,2.89,0.96,1.91,0.234,4425,380328000.0,11,7,9,22,5,"above_open,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,2464,盟立,TSE,B,87.7,163.0,167.07,162.02,163000.0,3537.0,1501.0,2.36,2.19,0.31,1.88,0.307,3417,554748000.0,13,7,9,15,5,"above_open,theme:hot_robotics_automation,hot_theme,theme_breadth,theme_volume,theme_mild_up"
daytrade,2356,英業達,TSE,A,83.6,69.2,70.93,68.78,69200.0,1504.0,641.0,2.35,4.53,4.23,0.29,0.145,99798,7125763400.0,18,13,10,0,5,"above_open,strong_momentum"
daytrade,3004,豐達科,TSE,B,80.8,156.0,159.9,155.06,156000.0,3390.0,1439.0,2.36,7.22,0.0,7.22,0.321,1065,163592000.0,9,5,7,20,3,"above_open,near_day_high,theme:hot_defense_drone,hot_theme,theme_breadth,theme_holds_open,theme_volume,theme_avg_up"
daytrade,8222,寶一,TSE,B,80.8,41.45,42.49,41.2,41450.0,904.0,382.0,2.36,1.72,-0.37,2.09,0.121,1855,77994000.0,8,1,10,20,5,"above_open,theme:hot_defense_drone,hot_theme,theme_breadth,theme_holds_open,theme_volume,theme_avg_up"
daytrade,5371,中光電,OTC,A,80.8,97.1,99.53,96.52,97100.0,2113.0,890.0,2.37,-0.72,-2.66,2.0,0.103,37376,3712412800.0,18,0,5,18,3,"above_open,theme:panel,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,2329,華泰,TSE,B,78.1,52.7,54.02,52.38,52700.0,1148.0,488.0,2.35,1.15,-0.19,1.35,0.19,1638,86285000.0,8,1,10,18,5,"above_open,theme:testing_packaging,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,2887,台新新光金,TSE,B,78.1,36.75,37.67,36.53,36750.0,800.0,337.0,2.37,2.51,1.67,0.82,0.136,50027,1838781950.0,18,9,10,0,5,above_open
daytrade,4919,新唐,TSE,B,76.7,164.5,168.61,163.51,164500.0,3572.0,1516.0,2.36,3.79,2.84,0.92,0.304,5307,872919500.0,15,12,9,0,5,above_open
daytrade,2375,凱美,TSE,B,75.3,197.5,202.44,196.31,197500.0,4294.0,1821.0,2.36,2.86,2.34,0.51,0.253,5095,1000566000.0,15,11,9,0,5,above_open
daytrade,2377,微星,TSE,B,75.3,145.0,148.62,144.13,145000.0,3146.0,1333.0,2.36,2.11,1.06,1.05,0.345,12599,1837086000.0,17,9,9,0,5,above_open
daytrade,6770,力積電,TSE,B,75.3,73.2,75.03,72.76,73200.0,1591.0,674.0,2.36,2.81,0.42,2.38,0.137,88857,6475091900.0,18,7,10,0,5,above_open
daytrade,5328,華容,OTC,B,75.3,73.6,75.44,73.16,73600.0,1599.0,675.0,2.37,2.51,0.84,1.66,0.136,12477,909520300.0,18,7,10,0,5,above_open
daytrade,2495,普安,TSE,B,72.6,55.2,56.58,54.87,55200.0,1200.0,506.0,2.37,7.81,0.39,7.39,0.181,12166,660947300.0,18,9,8,0,3,"above_open,near_day_high,strong_momentum"
daytrade,6214,精誠,TSE,B,72.6,145.0,148.62,144.13,145000.0,3146.0,1333.0,2.36,7.41,5.19,2.11,0.345,3138,452658000.0,11,13,9,0,5,"above_open,strong_momentum"
daytrade,3498,陽程,OTC,B,72.6,128.0,131.2,127.23,128000.0,2782.0,1179.0,2.36,7.11,3.77,3.23,0.391,3562,458969000.0,11,13,9,0,5,"above_open,strong_momentum"
daytrade,3556,禾瑞亞,OTC,B,72.6,77.4,79.33,76.94,77400.0,1677.0,707.0,2.37,5.59,3.82,1.71,0.258,2413,185201200.0,11,13,9,0,5,above_open
daytrade,3709,鑫聯大投控,OTC,B,72.6,80.5,82.51,80.02,80500.0,1747.0,737.0,2.37,9.97,9.29,0.62,0.248,3992,320506900.0,11,13,9,0,5,"above_open,near_day_high,strong_momentum"
