watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch,3,6202,盛群,TSE,"daytrade,overnight,weekly","B,B,B",76.8,75.3,73.3,75.13,72.86,1590.0,2.17,7.79,30529,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,3498,陽程,OTC,"daytrade,overnight,weekly","B,B,B",75.9,75.3,126.5,129.66,125.74,2746.0,2.16,5.86,4604,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,short_trend_up,strong_momentum,volume_expansion"
core_watch,3,2464,盟立,TSE,"daytrade,overnight,weekly","A,B,B",74.5,70.0,161.5,165.54,160.53,3512.0,2.17,1.25,7476,"above_open,hot_theme,theme:hot_robotics_automation,theme_holds_open,theme_volume"
core_watch,3,2441,超豐,TSE,"daytrade,overnight,weekly","B,B,B",73.8,72.5,144.5,148.11,143.63,3138.0,2.17,4.71,13835,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
priority_watch,2,5471,松翰,TSE,"overnight,weekly","B,B",77.5,77.5,67.6,70.98,66.59,3049.0,2.17,7.47,16856,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
priority_watch,2,3303,岱稜,OTC,"overnight,weekly","B,B",75.0,75.0,59.2,62.16,58.31,2670.0,2.17,6.28,2862,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,short_trend_up,volume_expansion"
priority_watch,2,3060,銘異,TSE,"overnight,weekly","B,B",73.8,73.8,37.15,39.01,36.59,1678.0,2.17,4.35,7943,"above_ma10,above_ma20,above_ma5,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum,volume_expansion"
priority_watch,2,6182,合晶,OTC,"overnight,weekly","B,B",73.8,73.8,172.5,181.12,169.91,7774.0,2.17,7.81,180771,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high"
priority_watch,2,6477,安集,TSE,"overnight,weekly","B,B",73.8,73.8,39.85,41.84,39.25,1795.0,2.16,4.73,7742,"above_ma10,above_ma20,above_ma5,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum,volume_expansion"
priority_watch,2,3005,神基,TSE,"overnight,weekly","B,B",71.8,71.2,112.0,117.6,110.32,5051.0,2.17,4.19,12313,"above_ma10,above_ma20,above_ma5,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum,volume_expansion"
priority_watch,2,2495,普安,TSE,"overnight,weekly","B,B",71.8,71.2,52.5,55.12,51.71,2363.0,2.16,2.54,17738,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,short_trend_up,volume_expansion"
priority_watch,2,3709,鑫聯大投控,OTC,"overnight,weekly","B,B",71.2,71.2,79.6,83.58,78.41,3590.0,2.17,8.74,4898,"above_ma10,above_ma20,above_ma5,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum,volume_expansion"
priority_watch,2,2615,萬海,TSE,"overnight,weekly","B,B",70.0,70.0,80.4,84.42,79.19,3626.0,2.17,1.26,9831,"above_ma10,above_ma20,above_ma5,above_open,five_day_volume_up,ma5_gt_ma10,short_trend_up"
priority_watch,2,3556,禾瑞亞,OTC,"overnight,weekly","B,B",70.0,70.0,75.9,79.7,74.76,3428.0,2.16,3.55,3833,"above_ma10,above_ma20,above_ma5,five_day_price_up,five_day_volume_up,ma5_gt_ma10,short_trend_up,volume_expansion"
