mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
weekly,2337,旺宏,TSE,A,92.5,143.5,154.98,139.19,143500.0,10760.0,4969.0,2.17,3.61,2.17,1.41,0.348,62359,8988360500.0,17,12,10,22,3,"above_open,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
weekly,2344,華邦電,TSE,A,90.0,176.5,190.62,171.2,176500.0,13234.0,6111.0,2.17,4.75,2.97,1.73,0.283,157502,28080117500.0,17,13,7,22,3,"above_open,strong_momentum,theme:hot_memory_hbm,hot_theme,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume"
weekly,5388,中磊,TSE,A,90.0,84.6,91.37,82.06,84600.0,6345.0,2929.0,2.17,1.81,0.96,0.83,0.118,6373,545704000.0,16,5,20,16,5,"above_open,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_volume,short_trend_up,five_day_price_up"
weekly,2359,所羅門,TSE,B,86.2,139.0,150.12,134.83,139000.0,10422.0,4809.0,2.17,2.58,2.58,0.0,0.36,2715,378339500.0,11,11,20,12,5,"theme:hot_robotics_automation,hot_theme,theme_holds_open,theme_volume,short_trend_up,ma_alignment,five_day_volume_up,above_ma20"
weekly,3265,台星科,OTC,B,82.5,173.5,187.38,168.29,173500.0,13009.0,6007.0,2.17,2.97,2.08,0.87,0.288,1166,202281500.0,9,11,13,18,5,"above_open,theme:testing_packaging,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up,five_day_volume_up"
weekly,2356,英業達,TSE,A,80.0,69.8,75.38,67.71,69800.0,5230.0,2411.0,2.17,5.44,4.23,1.16,0.143,143003,10114387200.0,18,13,20,0,3,"above_open,strong_momentum,short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2324,仁寶,TSE,B,78.8,36.6,39.53,35.5,36600.0,2746.0,1268.0,2.17,3.1,1.69,1.39,0.137,68971,2533447250.0,18,10,20,0,5,"above_open,short_trend_up,five_day_price_up,above_ma20"
weekly,6214,精誠,TSE,B,78.8,143.5,154.98,139.19,143500.0,10760.0,4969.0,2.17,6.3,5.19,1.06,0.348,5052,729279000.0,15,13,20,0,5,"above_open,strong_momentum,short_trend_up,five_day_price_up,above_ma20"
weekly,2887,台新新光金,TSE,B,77.5,36.85,39.8,35.74,36850.0,2765.0,1279.0,2.16,2.79,1.67,1.1,0.136,111227,4091154450.0,18,9,20,0,5,"above_open,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,5471,松翰,TSE,B,77.5,67.6,73.01,65.57,67600.0,5071.0,2341.0,2.17,7.47,1.11,6.29,0.148,16856,1125836400.0,18,11,20,0,3,"above_open,near_day_high,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,6202,盛群,TSE,B,77.5,73.3,79.16,71.1,73300.0,5492.0,2537.0,2.17,7.79,1.62,6.08,0.136,30529,2262051000.0,18,11,20,0,3,"above_open,near_day_high,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,2377,微星,TSE,B,76.2,145.0,156.6,140.65,145000.0,10872.0,5016.0,2.17,2.11,1.06,1.05,0.345,19738,2868097000.0,17,9,20,0,5,"above_open,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,2441,超豐,TSE,B,76.2,144.5,156.06,140.16,144500.0,10835.0,5004.0,2.17,4.71,1.45,3.21,0.346,13835,1992312500.0,17,11,20,0,3,"above_open,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3498,陽程,OTC,B,76.2,126.5,136.62,122.7,126500.0,9485.0,4381.0,2.16,5.86,3.77,2.02,0.395,4604,590540000.0,13,13,20,0,5,"above_open,strong_momentum,short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3303,岱稜,OTC,B,75.0,59.2,63.94,57.42,59200.0,4443.0,2052.0,2.17,6.28,5.92,0.34,0.169,2862,171634900.0,12,13,20,0,5,"above_open,short_trend_up,five_day_price_up,above_ma20"
weekly,3060,銘異,TSE,B,73.8,37.15,40.12,36.04,37150.0,2784.0,1281.0,2.17,4.35,4.78,-0.4,0.135,7943,301355800.0,14,10,20,0,5,"strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,6477,安集,TSE,B,73.8,39.85,43.04,38.65,39850.0,2990.0,1383.0,2.16,4.73,5.91,-1.12,0.125,7742,313268350.0,14,10,20,0,5,"strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,6182,合晶,OTC,B,73.8,172.5,186.3,167.32,172500.0,12934.0,5973.0,2.17,7.81,0.62,7.14,0.29,180771,30529728500.0,17,9,20,0,3,"above_open,near_day_high,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3005,神基,TSE,B,72.5,112.0,120.96,108.64,112000.0,8398.0,3875.0,2.17,4.19,6.05,-1.75,0.446,12313,1402210000.0,15,10,20,0,3,"strong_momentum,short_trend_up,ma_alignment,five_day_price_up,above_ma20"
weekly,2495,普安,TSE,B,71.2,52.5,56.7,50.92,52500.0,3937.0,1821.0,2.16,2.54,0.39,2.14,0.19,17738,958638500.0,18,7,19,0,3,"above_open,short_trend_up,five_day_price_up,above_ma20"
weekly,3605,宏致,TSE,B,71.2,91.2,98.5,88.46,91200.0,6842.0,3159.0,2.17,0.44,5.4,-4.7,0.11,27602,2555661300.0,18,6,20,0,3,"short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3709,鑫聯大投控,OTC,B,71.2,79.6,85.97,77.21,79600.0,5971.0,2756.0,2.17,8.74,9.29,-0.5,0.126,4898,392832700.0,12,10,20,0,5,"strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2464,盟立,TSE,B,70.0,161.5,174.42,156.66,161500.0,12110.0,5582.0,2.17,1.25,0.31,0.94,0.31,7476,1212168000.0,15,5,9,12,5,"above_open,theme:hot_robotics_automation,hot_theme,theme_holds_open,theme_volume"
weekly,2615,萬海,TSE,B,70.0,80.4,86.83,77.99,80400.0,6027.0,2779.0,2.17,1.26,0.76,0.5,0.124,9831,790057500.0,16,5,20,0,5,"above_open,short_trend_up,five_day_volume_up,above_ma20"
weekly,3481,群創,TSE,B,70.0,65.3,70.52,63.34,65300.0,4892.0,2260.0,2.16,0.15,1.53,-1.36,0.153,379339,25083525400.0,18,4,9,10,5,"theme:panel,theme_breadth,theme_holds_open,theme_volume,above_ma20"
weekly,8131,福懋科,TSE,B,70.0,76.0,82.08,73.72,76000.0,5699.0,2629.0,2.17,1.33,0.8,0.53,0.132,7444,571237900.0,16,5,20,0,5,"above_open,five_day_price_up,five_day_volume_up,above_ma20"
weekly,3556,禾瑞亞,OTC,B,70.0,75.9,81.97,73.62,75900.0,5689.0,2629.0,2.16,3.55,3.82,-0.26,0.132,3833,292952200.0,12,9,20,0,5,"short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,4541,晟田,OTC,B,70.0,61.0,65.88,59.17,61000.0,4574.0,2110.0,2.17,0.99,2.65,-1.61,0.164,11685,750618900.0,18,6,19,0,3,"ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
