mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
stable,5388,中磊,TSE,A,82.6,84.6,89.68,82.91,84600.0,4662.0,2082.0,2.24,1.81,0.96,0.83,0.118,6373,545704000.0,16,5,20,16,5,"above_open,theme:hot_networking_optical,hot_theme,theme_breadth,theme_strong_peers,theme_volume,stable_short_trend,stable_10d_up_not_hot"
stable,2359,所羅門,TSE,B,78.3,139.0,147.34,136.22,139000.0,7653.0,3424.0,2.24,2.58,2.58,0.0,0.36,2715,378339500.0,11,11,20,12,5,"theme:hot_robotics_automation,hot_theme,theme_holds_open,theme_volume,stable_short_trend,stable_ma_alignment,stable_10d_up_not_hot,stable_near_ma20"
