mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
weekly,5388,中磊,TSE,A,91.2,83.4,90.07,80.9,83400.0,6251.0,2883.0,2.17,2.46,5.41,-2.8,0.12,12280,1048273300.0,18,8,20,12,5,"theme:hot_networking_optical,hot_theme,theme_strong_peers,theme_volume,short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2885,元大金,TSE,A,90.0,69.8,75.38,67.71,69800.0,5230.0,2411.0,2.17,2.05,-0.29,2.35,0.143,36006,2527019500.0,18,3,20,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,short_trend_up"
weekly,2886,兆豐金,TSE,A,87.5,46.8,50.54,45.4,46800.0,3505.0,1615.0,2.17,1.08,-0.11,1.19,0.107,36052,1692128400.0,18,1,20,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,short_trend_up"
weekly,2890,永豐金,TSE,A,87.5,41.1,44.39,39.87,41100.0,3084.0,1419.0,2.17,0.24,0.0,0.24,0.122,38869,1606616200.0,18,1,20,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,short_trend_up"
weekly,2882,國泰金,TSE,A,85.0,97.0,104.76,94.09,97000.0,7273.0,3356.0,2.17,3.85,0.64,3.19,0.206,44871,4322351800.0,17,8,12,16,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up"
weekly,5351,鈺創,OTC,A,82.5,93.1,100.55,90.31,93100.0,6983.0,3218.0,2.17,3.56,1.78,1.75,0.107,60534,5698516100.0,18,10,14,11,3,"above_open,theme:hot_memory_hbm,hot_theme,theme_volume,five_day_price_up,above_ma20"
weekly,6579,研揚,TSE,B,78.8,179.0,193.32,173.63,179000.0,13422.0,6192.0,2.17,8.81,5.47,3.17,0.279,5054,906859000.0,15,13,20,0,5,"above_open,near_day_high,strong_momentum,short_trend_up,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2458,義隆,TSE,B,76.2,188.0,203.04,182.36,188000.0,14097.0,6504.0,2.17,5.03,1.4,3.58,0.266,22097,4241150500.0,17,11,20,0,3,"above_open,strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2884,玉山金,TSE,B,76.2,34.5,37.26,33.46,34500.0,2587.0,1198.0,2.16,0.15,-0.44,0.58,0.145,44116,1522479150.0,18,1,11,16,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up,five_day_price_up"
weekly,8109,博大,OTC,B,76.2,161.5,174.42,156.66,161500.0,12110.0,5582.0,2.17,4.53,4.53,0.0,0.31,5363,859415000.0,15,13,20,0,3,"strong_momentum,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
weekly,2881,富邦金,TSE,B,71.2,123.0,132.84,119.31,123000.0,9223.0,4255.0,2.17,1.23,0.0,1.23,0.407,20946,2569024000.0,15,1,12,16,3,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_mild_up"
weekly,4707,磐亞,OTC,B,70.0,36.6,39.53,35.5,36600.0,2746.0,1268.0,2.17,2.38,0.7,1.67,0.137,13318,488255750.0,16,7,20,0,3,"above_open,short_trend_up,ma_alignment,five_day_price_up,five_day_volume_up,above_ma20"
