watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch_strong,4,5351,鈺創,OTC,"pre_breakout,daytrade,overnight,weekly","A,A,A,A",87.5,82.5,93.1,95.43,92.54,2026.0,2.17,3.56,60534,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,hot_theme,open_above_ma10,open_above_ma20,open_above_ma5,open_above_ma60"
core_watch_with_breakout,4,6579,研揚,TSE,"pre_breakout,daytrade,overnight,weekly","B,B,B,B",77.4,73.9,179.0,183.47,177.93,3885.0,2.17,8.81,5054,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,near_day_high,open_above_ma10"
core_watch_strong,3,2885,元大金,TSE,"daytrade,overnight,weekly","A,A,A",90.6,90.0,69.8,71.54,69.38,1512.0,2.17,2.05,36006,"above_ma5,above_open,short_trend_up,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
core_watch_strong,3,2882,國泰金,TSE,"daytrade,overnight,weekly","A,A,A",90.3,85.0,97.0,99.42,96.42,2103.0,2.17,3.85,44871,"above_open,near_day_high,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
core_watch_strong,3,2886,兆豐金,TSE,"daytrade,overnight,weekly","A,A,A",88.0,87.5,46.8,47.97,46.52,1017.0,2.17,1.08,36052,"above_ma5,above_open,short_trend_up,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
core_watch_strong,3,2890,永豐金,TSE,"daytrade,overnight,weekly","A,A,A",88.0,87.5,41.1,42.13,40.85,896.0,2.17,0.24,38869,"above_ma5,above_open,short_trend_up,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
core_watch,3,5388,中磊,TSE,"daytrade,overnight,weekly","B,A,A",85.5,74.0,83.4,85.48,82.9,1807.0,2.17,2.46,12280,"above_ma10,above_ma20,above_ma5,five_day_price_up,five_day_volume_up,hot_theme,ma5_gt_ma10,short_trend_up,theme:hot_networking_optical,theme_strong_peers"
core_watch,3,2881,富邦金,TSE,"daytrade,overnight,weekly","A,B,B",76.1,71.2,123.0,126.07,122.26,2668.0,2.17,1.23,20946,"above_open,near_day_high,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
core_watch,3,2458,義隆,TSE,"daytrade,overnight,weekly","B,B,B",75.0,72.6,188.0,192.7,186.87,4085.0,2.17,5.03,22097,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
priority_watch,2,2884,玉山金,TSE,"overnight,weekly","A,B",78.7,76.2,34.5,36.23,33.98,1561.0,2.16,0.15,44116,"above_ma5,above_open,five_day_price_up,theme:finance,theme_breadth,theme_holds_open,theme_mild_up,theme_strong_peers,theme_volume"
priority_watch,2,8109,博大,OTC,"overnight,weekly","B,B",75.6,75.0,161.5,169.58,159.08,7288.0,2.17,4.53,5363,"above_ma10,above_ma20,above_ma5,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum,volume_expansion"
