watch_level,mode_count,code,name,exchange,modes,levels,avg_score,min_score,entry_price,nearest_target_price,nearest_stop_price,min_net_profit,min_rr_ratio,return_pct,volume,reasons
core_watch_strong,5,2885,元大金,TSE,"pre_breakout_watch,stable,daytrade,overnight,weekly","A,A,A,A,A",96.9,91.3,71.5,73.29,71.07,1556.0,2.17,2.44,27532,"above_open,near_day_high,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,4,2890,永豐金,TSE,"pre_breakout_watch,daytrade,overnight,weekly","A,A,A,A",95.8,90.9,41.9,42.95,41.65,913.0,2.16,1.95,30750,"above_open,near_day_high,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,4,6282,康舒,TSE,"stable,daytrade,overnight,weekly","A,A,A,A",89.8,83.7,59.0,60.47,58.65,1277.0,2.17,4.98,26581,"above_ma5,above_open,hot_theme,near_day_high,short_trend_up,stable_short_trend,strong_momentum,theme:hot_ai_power_energy,theme_holds_open,theme_volume"
core_watch_strong,4,2884,玉山金,TSE,"pre_breakout_watch,stable,overnight,weekly","A,A,A,A",85.7,83.7,34.75,36.49,34.23,1570.0,2.17,0.72,42953,"above_ma5,above_open,five_day_price_up,open_above_ma5,stable_near_ma20,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers"
core_watch_strong,3,5371,中光電,OTC,"daytrade,overnight,weekly","A,A,A",93.6,93.2,97.8,100.24,97.21,2120.0,2.17,6.54,61179,"above_ma5,above_open,near_day_high,short_trend_up,strong_momentum,theme:panel,theme_avg_up,theme_breadth,theme_volume"
core_watch_strong,3,2881,富邦金,TSE,"daytrade,overnight,weekly","A,A,A",91.6,86.2,126.0,129.15,125.24,2738.0,2.17,2.44,25863,"above_open,near_day_high,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,2892,第一金,TSE,"stable,overnight,weekly","A,A,A",88.7,83.7,34.1,35.8,33.59,1533.0,2.17,2.4,32341,"above_open,near_day_high,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,2882,國泰金,TSE,"daytrade,overnight,weekly","A,A,A",86.4,81.2,98.0,100.45,97.41,2130.0,2.17,1.03,31095,"above_open,near_day_high,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
core_watch_strong,3,3605,宏致,TSE,"daytrade,overnight,weekly","A,A,A",82.9,82.5,90.8,93.07,90.26,1973.0,2.17,6.95,15726,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch_strong,3,2630,亞航,TSE,"daytrade,overnight,weekly","A,A,A",81.5,81.2,55.9,57.3,55.56,1217.0,2.16,3.9,13319,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up"
core_watch,3,2484,希華,TSE,"daytrade,overnight,weekly","B,B,A",78.5,77.5,92.3,94.61,91.75,2008.0,2.17,5.97,66759,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,6505,台塑化,TSE,"daytrade,overnight,weekly","B,B,B",77.7,77.5,59.4,60.88,59.04,1286.0,2.17,2.41,13156,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up"
core_watch,3,2603,長榮,TSE,"daytrade,overnight,weekly","B,B,B",77.3,75.0,196.0,200.9,194.82,4259.0,2.17,4.26,15798,"above_ma10,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,near_day_high,short_trend_up,strong_momentum"
core_watch,3,3022,威強電,TSE,"daytrade,overnight,weekly","B,B,B",76.8,75.3,94.3,96.66,93.73,2052.0,2.17,7.65,8023,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,2441,超豐,TSE,"daytrade,overnight,weekly","B,B,B",75.1,71.2,138.0,141.45,137.17,2999.0,2.17,3.37,7151,"above_ma20,above_open,daily_close_near_high,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high"
core_watch,3,8104,錸寶,TSE,"daytrade,overnight,weekly","B,B,B",75.1,75.0,41.75,42.79,41.5,904.0,2.17,4.24,8338,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,short_trend_up,strong_momentum,volume_expansion"
core_watch,3,2609,陽明,TSE,"daytrade,overnight,weekly","B,B,B",75.1,75.0,52.3,53.61,51.99,1139.0,2.16,2.35,14692,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,2615,萬海,TSE,"daytrade,overnight,weekly","B,B,B",74.7,72.5,79.4,81.39,78.92,1730.0,2.17,3.12,6560,"above_ma10,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,near_day_high"
core_watch,3,2369,菱生,TSE,"daytrade,overnight,weekly","B,B,B",74.2,72.6,42.7,43.77,42.44,930.0,2.17,2.77,49983,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,ma5_gt_ma10,ma_alignment,short_trend_up,volume_expansion"
core_watch,3,6753,龍德造船,TSE,"daytrade,overnight,weekly","B,B,B",73.8,72.5,154.0,157.85,153.08,3347.0,2.17,4.76,6879,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,2377,微星,TSE,"daytrade,overnight,weekly","B,B,B",73.7,71.2,142.0,145.55,141.15,3086.0,2.17,3.65,23081,"above_ma10,above_ma20,above_ma5,above_open,ma5_gt_ma10,ma_alignment,short_trend_up,volume_expansion"
core_watch,3,1326,台化,TSE,"daytrade,overnight,weekly","B,B,B",73.4,70.0,64.7,66.32,64.31,1408.0,2.17,2.21,73826,"above_ma10,above_ma20,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment"
core_watch,3,6174,安碁,OTC,"daytrade,overnight,weekly","B,B,B",73.4,72.5,61.2,62.73,60.83,1330.0,2.17,5.7,8575,"above_ma10,above_ma20,above_ma5,above_open,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum"
core_watch,3,8234,新漢,OTC,"daytrade,overnight,weekly","B,B,B",73.4,72.6,72.5,74.31,72.06,1573.0,2.17,6.93,4854,"above_ma10,above_ma20,above_ma5,above_open,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,strong_momentum,volume_expansion"
core_watch,3,2061,風青,OTC,"daytrade,overnight,weekly","B,B,B",72.9,71.2,83.0,85.07,82.5,1799.0,2.17,3.75,5568,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,2880,華南金,TSE,"daytrade,overnight,weekly","B,B,B",72.5,72.5,39.7,40.69,39.46,860.0,2.17,1.93,15922,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
core_watch,3,6202,盛群,TSE,"daytrade,overnight,weekly","B,B,B",72.5,72.5,68.0,69.7,67.59,1478.0,2.17,4.94,5132,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up,strong_momentum"
core_watch,3,4938,和碩,TSE,"daytrade,overnight,weekly","B,B,B",71.7,70.0,83.8,85.89,83.3,1816.0,2.17,1.82,8400,"above_ma10,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,near_day_high,short_trend_up"
core_watch,3,8050,廣積,OTC,"daytrade,overnight,weekly","B,B,B",71.2,71.2,59.8,61.29,59.44,1295.0,2.17,3.82,2706,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,near_day_high,short_trend_up"
priority_watch,2,2883,凱基金,TSE,"pre_breakout_watch,stable","A,A",80.6,80.4,30.7,32.54,30.09,1688.0,2.24,1.99,71199,"open_above_ma10,open_above_ma5,stable_10d_up_not_hot,stable_20d_up,theme:finance,theme_avg_up,theme_breadth,theme_holds_open,theme_strong_peers,theme_volume"
priority_watch,2,2887,台新新光金,TSE,"overnight,weekly","B,B",77.5,77.5,35.85,37.64,35.31,1614.0,2.16,2.72,76733,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
priority_watch,2,5425,台半,OTC,"overnight,weekly","B,B",75.0,75.0,136.0,142.8,133.96,6133.0,2.17,3.82,6931,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
priority_watch,2,3078,僑威,OTC,"overnight,weekly","B,B",71.2,71.2,59.5,62.48,58.61,2688.0,2.16,2.23,6403,"above_ma10,above_ma20,above_ma5,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,short_trend_up,volume_expansion"
priority_watch,2,6416,瑞祺電通,TSE,"overnight,weekly","B,B",70.0,70.0,97.2,102.06,95.74,4383.0,2.17,6.81,4358,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high"
priority_watch,2,3317,尼克森,OTC,"overnight,weekly","B,B",70.0,70.0,99.0,103.95,97.52,4465.0,2.17,2.17,6778,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,five_day_price_up,five_day_volume_up,ma5_gt_ma10,ma_alignment,near_day_high"
priority_watch,2,5471,松翰,TSE,"overnight,weekly","B,B",70.0,70.0,62.9,66.05,61.96,2842.0,2.16,2.95,3203,"above_ma10,above_ma20,above_ma5,above_open,daily_close_near_high,ma5_gt_ma10,ma_alignment,near_day_high,short_trend_up"
