mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
stable,2885,元大金,TSE,A,91.3,71.5,75.79,70.07,71500.0,3937.0,1761.0,2.24,2.44,1.72,0.7,0.14,27532,1953526500.0,18,9,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
stable,2884,玉山金,TSE,A,83.7,34.75,36.84,34.05,34750.0,1918.0,861.0,2.23,0.72,0.29,0.43,0.144,42953,1489401300.0,18,2,20,18,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up,stable_near_ma20"
stable,2892,第一金,TSE,A,83.7,34.1,36.15,33.42,34100.0,1881.0,838.0,2.25,2.4,-0.15,2.56,0.293,32341,1091395200.0,17,3,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
stable,6282,康舒,TSE,A,83.7,59.0,62.54,57.82,59000.0,3248.0,1453.0,2.24,4.98,0.18,4.8,0.169,26581,1541527900.0,18,9,20,14,3,"above_open,near_day_high,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_holds_open,theme_volume,stable_short_trend"
stable,2883,凱基金,TSE,A,80.4,30.7,32.54,30.09,30700.0,1688.0,752.0,2.24,1.99,2.66,-0.65,0.163,71199,2191127300.0,18,6,20,18,5,"theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up,stable_10d_up_not_hot,stable_20d_up"
