mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
pre_breakout_watch,2885,元大金,TSE,A,93.2,71.5,76.15,70.07,71500.0,4295.0,1761.0,2.44,2.44,1.72,0.7,0.14,27532,1953526500.0,18,9,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
pre_breakout_watch,2890,永豐金,TSE,A,90.9,41.9,44.62,41.06,41900.0,2512.0,1034.0,2.43,1.95,1.7,0.24,0.119,30750,1284990950.0,18,7,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
pre_breakout_watch,2884,玉山金,TSE,A,85.2,34.75,37.01,34.05,34750.0,2088.0,861.0,2.42,0.72,0.29,0.43,0.144,42953,1489401300.0,18,2,20,18,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up,open_above_ma5"
pre_breakout_watch,2883,凱基金,TSE,A,80.7,30.7,32.7,30.09,30700.0,1848.0,752.0,2.46,1.99,2.66,-0.65,0.163,71199,2191127300.0,18,6,20,18,5,"theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up,open_above_ma5,open_above_ma10"
