mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
overnight,2885,元大金,TSE,A,100.0,71.5,75.08,70.43,71500.0,3229.0,1403.0,2.3,2.44,1.72,0.7,0.14,27532,1953526500.0,18,9,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,2890,永豐金,TSE,A,97.5,41.9,43.99,41.27,41900.0,1885.0,825.0,2.28,1.95,1.7,0.24,0.119,30750,1284990950.0,18,7,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,5371,中光電,OTC,A,93.8,97.8,102.69,96.33,97800.0,4411.0,1925.0,2.29,6.54,2.61,3.82,0.102,61179,5822460900.0,18,13,20,11,3,"above_open,near_day_high,strong_momentum,theme:panel,theme_breadth,theme_volume,theme_avg_up,above_ma5"
overnight,6282,康舒,TSE,A,92.5,59.0,61.95,58.12,59000.0,2661.0,1154.0,2.3,4.98,0.18,4.8,0.169,26581,1541527900.0,18,9,20,14,3,"above_open,near_day_high,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_holds_open,theme_volume,above_ma5"
overnight,2881,富邦金,TSE,A,91.2,126.0,132.3,124.11,126000.0,5682.0,2476.0,2.29,2.44,0.81,1.61,0.397,25863,3221350000.0,17,7,16,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,2892,第一金,TSE,A,91.2,34.1,35.8,33.59,34100.0,1533.0,669.0,2.29,2.4,-0.15,2.56,0.293,32341,1091395200.0,17,3,20,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,2884,玉山金,TSE,A,87.5,34.75,36.49,34.23,34750.0,1570.0,682.0,2.3,0.72,0.29,0.43,0.144,42953,1489401300.0,18,2,17,18,5,"above_open,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up,above_ma5"
overnight,2882,國泰金,TSE,A,86.2,98.0,102.9,96.53,98000.0,4420.0,1926.0,2.29,1.03,0.0,1.03,0.102,31095,3010252300.0,18,1,17,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
overnight,3605,宏致,TSE,A,82.5,90.8,95.34,89.44,90800.0,4095.0,1782.0,2.3,6.95,5.42,1.45,0.11,15726,1420157500.0,18,13,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2630,亞航,TSE,A,81.2,55.9,58.7,55.06,55900.0,2526.0,1100.0,2.3,3.9,3.16,0.72,0.179,13319,738654700.0,18,12,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2603,長榮,TSE,B,78.8,196.0,205.8,193.06,196000.0,8839.0,3852.0,2.29,4.26,1.06,3.16,0.255,15798,3065617500.0,17,11,20,0,5,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,2484,希華,TSE,B,77.5,92.3,96.92,90.92,92300.0,4167.0,1809.0,2.3,5.97,3.33,2.56,0.108,66759,6250688100.0,18,13,18,0,3,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2887,台新新光金,TSE,B,77.5,35.85,37.64,35.31,35850.0,1614.0,707.0,2.28,2.72,1.58,1.13,0.139,76733,2736904350.0,18,9,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,3022,威強電,TSE,B,77.5,94.3,99.02,92.89,94300.0,4258.0,1849.0,2.3,7.65,5.02,2.5,0.106,8023,746187900.0,16,13,20,0,3,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,6505,台塑化,TSE,B,77.5,59.4,62.37,58.51,59400.0,2679.0,1166.0,2.3,2.41,1.21,1.19,0.168,13156,784083000.0,18,9,20,0,5,"above_open,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2369,菱生,TSE,B,75.0,42.7,44.84,42.06,42700.0,1931.0,839.0,2.3,2.77,1.44,1.3,0.117,49983,2141811200.0,18,9,20,0,3,"above_open,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,2377,微星,TSE,B,75.0,142.0,149.1,139.87,142000.0,6404.0,2791.0,2.29,3.65,1.09,2.53,0.352,23081,3318695500.0,17,10,20,0,3,"above_open,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,2609,陽明,TSE,B,75.0,52.3,54.91,51.52,52300.0,2354.0,1023.0,2.3,2.35,0.2,2.15,0.191,14692,762785600.0,18,7,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,2615,萬海,TSE,B,75.0,79.4,83.37,78.21,79400.0,3581.0,1559.0,2.3,3.12,1.3,1.79,0.126,6560,516422800.0,16,10,19,0,5,"above_open,near_day_high,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,8104,錸寶,TSE,B,75.0,41.75,43.84,41.12,41750.0,1885.0,824.0,2.29,4.24,1.87,2.33,0.12,8338,346225600.0,14,11,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,5425,台半,OTC,B,75.0,136.0,142.8,133.96,136000.0,6133.0,2673.0,2.29,3.82,2.67,1.12,0.368,6931,917706000.0,15,12,20,0,3,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,2061,風青,OTC,B,73.8,83.0,87.15,81.75,83000.0,3743.0,1636.0,2.29,3.75,3.38,0.36,0.12,5568,445577500.0,14,12,20,0,3,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,8234,新漢,OTC,B,73.8,72.5,76.12,71.41,72500.0,3265.0,1427.0,2.29,6.93,5.9,0.97,0.276,4854,355773000.0,11,13,20,0,5,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,2880,華南金,TSE,B,72.5,39.7,41.69,39.1,39700.0,1795.0,785.0,2.29,1.93,0.39,1.53,0.126,15922,626578950.0,18,5,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,4938,和碩,TSE,B,72.5,83.8,87.99,82.54,83800.0,3779.0,1650.0,2.29,1.82,1.7,0.12,0.119,8400,699473100.0,16,7,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,6202,盛群,TSE,B,72.5,68.0,71.4,66.98,68000.0,3067.0,1336.0,2.29,4.94,0.15,4.78,0.147,5132,344860600.0,14,9,20,0,5,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,6753,龍德造船,TSE,B,72.5,154.0,161.7,151.69,154000.0,6945.0,3026.0,2.29,4.76,3.4,1.32,0.325,6879,1058204000.0,15,13,17,0,3,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,6174,安碁,OTC,B,72.5,61.2,64.26,60.28,61200.0,2760.0,1205.0,2.29,5.7,1.21,4.44,0.163,8575,524478700.0,16,11,18,0,3,"above_open,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10"
overnight,2441,超豐,TSE,B,71.2,138.0,144.9,135.93,138000.0,6223.0,2712.0,2.29,3.37,2.25,1.1,0.362,7151,971751500.0,15,12,15,0,5,"above_open,near_day_high,ma5_gt_ma10,daily_close_near_high"
overnight,3078,僑威,OTC,B,71.2,59.5,62.48,58.61,59500.0,2688.0,1167.0,2.3,2.23,3.09,-0.83,0.168,6403,379938800.0,14,8,20,0,5,"above_ma5,above_ma10,ma5_gt_ma10,volume_expansion"
overnight,8050,廣積,OTC,B,71.2,59.8,62.79,58.9,59800.0,2697.0,1178.0,2.29,3.82,1.22,2.57,0.167,2706,159869800.0,12,10,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,1326,台化,TSE,B,70.0,64.7,67.94,63.73,64700.0,2923.0,1271.0,2.3,2.21,0.79,1.41,0.155,73826,4786335000.0,18,7,16,0,5,"above_open,above_ma10,ma5_gt_ma10"
overnight,2388,威盛,TSE,B,70.0,74.3,78.02,73.19,74300.0,3356.0,1456.0,2.31,6.91,0.43,6.45,0.135,5213,371476600.0,14,9,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,volume_expansion,daily_close_near_high"
overnight,5471,松翰,TSE,B,70.0,62.9,66.05,61.96,62900.0,2842.0,1233.0,2.31,2.95,1.31,1.62,0.159,3203,199489300.0,12,9,20,0,5,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
overnight,6416,瑞祺電通,TSE,B,70.0,97.2,102.06,95.74,97200.0,4383.0,1912.0,2.29,6.81,1.98,4.74,0.103,4358,409630800.0,12,11,20,0,3,"above_open,near_day_high,strong_momentum,above_ma5,above_ma10,ma5_gt_ma10,volume_expansion,daily_close_near_high"
overnight,3317,尼克森,OTC,B,70.0,99.0,103.95,97.52,99000.0,4465.0,1941.0,2.3,2.17,0.31,1.85,0.101,6778,655324000.0,16,7,20,0,3,"above_open,near_day_high,above_ma5,above_ma10,ma5_gt_ma10,daily_close_near_high"
