mode,code,name,exchange,level,score,entry_price,target_price,stop_price,lot_amount,net_profit_at_target,loss_at_stop,rr_ratio,return_pct,gap_pct,fade_pct,spread_pct,volume,total_amount,liquidity_score,momentum_score,technical_score,theme_score,risk_score,reasons
daytrade,2885,元大金,TSE,A,100.0,71.5,73.29,71.07,71500.0,1556.0,659.0,2.36,2.44,1.72,0.7,0.14,27532,1953526500.0,18,9,10,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,2881,富邦金,TSE,A,97.3,126.0,129.15,125.24,126000.0,2738.0,1163.0,2.36,2.44,0.81,1.61,0.397,25863,3221350000.0,17,7,9,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,2890,永豐金,TSE,A,97.3,41.9,42.95,41.65,41900.0,913.0,384.0,2.38,1.95,1.7,0.24,0.119,30750,1284990950.0,18,7,8,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,5371,中光電,OTC,A,93.2,97.8,100.24,97.21,97800.0,2120.0,903.0,2.35,6.54,2.61,3.82,0.102,61179,5822460900.0,18,13,8,11,3,"above_open,near_day_high,strong_momentum,theme:panel,theme_breadth,theme_volume,theme_avg_up"
daytrade,2882,國泰金,TSE,A,91.8,98.0,100.45,97.41,98000.0,2130.0,903.0,2.36,1.03,0.0,1.03,0.102,31095,3010252300.0,18,1,10,18,5,"above_open,near_day_high,theme:finance,theme_breadth,theme_strong_peers,theme_holds_open,theme_volume,theme_avg_up"
daytrade,6282,康舒,TSE,A,91.8,59.0,60.47,58.65,59000.0,1277.0,539.0,2.37,4.98,0.18,4.8,0.169,26581,1541527900.0,18,9,8,14,3,"above_open,near_day_high,strong_momentum,theme:hot_ai_power_energy,hot_theme,theme_holds_open,theme_volume"
daytrade,3605,宏致,TSE,A,83.6,90.8,93.07,90.26,90800.0,1973.0,830.0,2.38,6.95,5.42,1.45,0.11,15726,1420157500.0,18,13,10,0,5,"above_open,strong_momentum"
daytrade,2630,亞航,TSE,A,82.2,55.9,57.3,55.56,55900.0,1217.0,519.0,2.35,3.9,3.16,0.72,0.179,13319,738654700.0,18,12,10,0,5,above_open
daytrade,2484,希華,TSE,B,78.1,92.3,94.61,91.75,92300.0,2008.0,845.0,2.38,5.97,3.33,2.56,0.108,66759,6250688100.0,18,13,8,0,3,"above_open,strong_momentum"
daytrade,2603,長榮,TSE,B,78.1,196.0,200.9,194.82,196000.0,4259.0,1806.0,2.36,4.26,1.06,3.16,0.255,15798,3065617500.0,17,11,9,0,5,"above_open,near_day_high,strong_momentum"
